"gencodeID","Symbol","logFC","AveExpr","t","P.Value","adj.P.Val","B","coord_mm10","Length","ensemblID","gene_type","EntrezID","t_SoLo","logFC_SoLo","P.Value_SoLo","t_CST","logFC_CST","P.Value_CST","t_Ntsr1","logFC_Ntsr1","P.Value_Ntsr1","bed_mm10"
"ENSMUSG00000063450.14","Syne2",4.31877812497801,5.77959477630899,20.0691928368731,1.90723823722332e-12,8.5718915333765e-10,18.6867578310627,"chr12:75818134-76110926(+)",26726,"ENSMUSG00000063450","protein_coding",319565,18.9153191665558,3.7566683185521,1.86207199869766e-06,7.6333475256396,1.75205990811827,0.000302300959238789,1.19100297822595,0.354195194984289,0.296706860399655,"chr12:75818134-76110926"
"ENSMUSG00000037541.20","Shank2",2.43891903771147,7.50333480369113,18.6981722240013,5.43713301636109e-12,2.30947764053774e-09,17.8825791957586,"chr7:144001928-144424494(+)",10597,"ENSMUSG00000037541","protein_coding",210274,19.1890808776794,2.41161298536988,1.71438878755641e-06,7.04469113707617,1.54014343210913,0.000463732798740179,-0.822826474886676,-0.140874622146316,0.45485338533137,"chr7:144001928-144424494"
"ENSMUSG00000036095.10","Dgkb",2.18826938565305,8.16844166565537,18.5349665194729,6.18823329061989e-12,2.57522182420019e-09,17.7637205832928,"chr12:37880705-38633410(+)",5544,"ENSMUSG00000036095","protein_coding",217480,43.0202263091524,2.07861558885864,1.59766112985088e-08,10.6626528532684,2.05199924507135,4.83337996489193e-05,-2.92106583383591,-0.453635208747242,0.0408096282777827,"chr12:37880705-38633410"
"ENSMUSG00000046111.16","Cep295",3.8167241503747,5.93243395184949,18.6959039215707,5.44688122768334e-12,2.30947764053774e-09,17.7569366078549,"chr9:15316915-15357788(-)",11641,"ENSMUSG00000046111","protein_coding",319675,13.179356685231,4.05701250850906,1.4668631444777e-05,5.65484597457796,1.05718594921664,0.00144629126918855,-1.67001330106416,-0.379508067760039,0.166977823747823,"chr9:15316915-15357788"
"ENSMUSG00000028053.13","Ash1l",2.70075508213211,9.01383604627932,18.2240043006898,7.94165096017219e-12,3.18687107816053e-09,17.5005205783661,"chr3:88950622-89079375(+)",14838,"ENSMUSG00000028053","protein_coding",192195,15.9406876760694,2.37276673267228,4.96685829942387e-06,6.39157428273887,0.788298553296549,0.000772516190086202,-2.08492609029123,-0.274695279574989,0.102264083778697,"chr3:88950622-89079375"
"ENSMUSG00000028402.17","Mpdz",3.17967929144587,6.59371513141193,18.1941182049968,8.13603393296884e-12,3.20759569371361e-09,17.447754235301,"chr4:81278500-81442815(-)",12437,"ENSMUSG00000028402","protein_coding",17475,28.2479553761486,3.16287327369235,1.83731339376777e-07,7.96960381216414,1.71916334503135,0.000239674997747791,2.93561166721441,0.58020303304302,0.040202249621423,"chr4:81278500-81442815"
"ENSMUSG00000037536.13","Fbxo34",3.69863884820492,5.90796815286442,18.2557355048434,7.7406554642372e-12,3.16269108349706e-09,17.4247518462193,"chr14:47472561-47531962(+)",3726,"ENSMUSG00000037536","protein_coding",78938,13.8183648434499,3.62735802826355,1.12133594987187e-05,6.58779988299822,1.67876433295224,0.000659909385599415,0.974602465581758,0.193875523999829,0.382596149371526,"chr14:47472561-47531962"
"ENSMUSG00000038241.16","Cep250",3.34030172870493,6.0877701956689,18.0987893975881,8.79057297489729e-12,3.40589234296365e-09,17.3288591328675,"chr2:155956458-155998900(+)",10373,"ENSMUSG00000038241","protein_coding",16328,21.3359762407406,2.9157522558526,9.30750685671861e-07,3.78301749530452,1.08115130451861,0.00964857700348606,0.0155292595933165,0.00695615646407836,0.988321324454009,"chr2:155956458-155998900"
"ENSMUSG00000039585.15","Myo9a",2.46882328717283,8.38188759677074,17.8835865829331,1.04828209093488e-11,3.92616585791479e-09,17.2357410682961,"chr9:59750896-59928866(+)",13034,"ENSMUSG00000039585","protein_coding",270163,43.4386857318071,2.17071352586494,1.51020928497827e-08,5.28505801093609,0.633028415799889,0.00202770747752261,-2.0571138499087,-0.351585621105805,0.105622094475293,"chr9:59750896-59928866"
"ENSMUSG00000027400.11","Pdyn",2.86993199206601,6.37279350537194,17.7624114139779,1.15851660203018e-11,4.21589066455565e-09,17.0919256752516,"chr2:129686565-129699844(-)",2887,"ENSMUSG00000027400","protein_coding",18610,25.6843097366945,2.75524855743521,3.18744382317293e-07,2.56578061678367,0.536288488677796,0.0436775282893652,-5.00625922360255,-1.49027587389171,0.0065945255951303,"chr2:129686565-129699844"
"ENSMUSG00000022443.16","Myh9",3.92488395616289,5.97656043426635,17.7575798218817,1.16315958171258e-11,4.21589066455565e-09,17.0464824529778,"chr15:77760587-77842175(-)",12928,"ENSMUSG00000022443","protein_coding",17886,15.8703818603174,3.26674865703009,5.09396030131765e-06,6.43918471836142,1.58350178166063,0.000743284871932747,0.0834853037949293,0.0346773997637082,0.93730248937341,"chr15:77760587-77842175"
"ENSMUSG00000051747.14","Ttn",3.57426839335677,5.17725876887769,17.9187686699826,1.01840547893793e-11,3.87891659706663e-09,17.0376783057175,"chr2:76703980-76982547(-)",116825,"ENSMUSG00000051747","protein_coding",22138,8.31843193436148,3.52412417801447,0.000190015533263357,1.64026699796597,0.96446825440637,0.153490937293415,-1.11159040538179,-0.667357416220903,0.325980197027915,"chr2:76703980-76982547"
"ENSMUSG00000031644.19","Nek1",3.47904841085903,6.64912130312289,17.6204914219864,1.30348330802846e-11,4.64950426952629e-09,16.9948114718768,"chr8:60993195-61131346(+)",7886,"ENSMUSG00000031644","protein_coding",18004,13.8444434804519,3.24192899611148,1.10938993588276e-05,3.25277465255949,0.55990708529967,0.0181302193099694,0.13134235701396,0.03419618261163,0.901570162110262,"chr8:60993195-61131346"
"ENSMUSG00000058006.12","Mdn1",2.82557978849237,7.86341763533296,17.5110621543378,1.42837965125425e-11,5.01539805046647e-09,16.9318282416323,"chr4:32657119-32775217(+)",21836,"ENSMUSG00000058006","protein_coding",100019,13.9472194838146,2.48253781213335,1.06373421258944e-05,0.811332343448343,0.224137348140903,0.449015391672479,-3.49958915370108,-1.71438037292603,0.0230840188862157,"chr4:32657119-32775217"
"ENSMUSG00000054808.14","Actn4",3.21995793838561,5.9426711703081,17.2282425079473,1.81385630660378e-11,6.27091983415388e-09,16.6252507113234,"chr7:28893248-28962340(-)",6061,"ENSMUSG00000054808","protein_coding",60595,17.2435458833985,2.92877055414253,3.16764498333888e-06,6.74968691241749,1.68108979035297,0.000581090252759267,4.99406823591223,0.88464886205396,0.00665401374913404,"chr7:28893248-28962340"
